"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.683324015E0,-1.360500008E-1,2.100000083E-1,9.915000916E0,9.918157730E0
9.688326776E0,-1.099500060E-1,2.269500047E-1,9.922050476E0,9.925254705E0
9.693329545E0,-1.309500039E-1,2.340000123E-1,9.922050476E0,9.925673255E0
9.698332078E0,-1.309500039E-1,2.130000144E-1,9.943950653E0,9.947093621E0
9.703335155E0,-1.069500074E-1,2.200500071E-1,9.927000046E0,9.930014613E0
9.708337617E0,-1.099500060E-1,2.080500126E-1,9.924000740E0,9.926790242E0
9.713340699E0,-1.429500133E-1,2.320500165E-1,9.931950569E0,9.935689409E0
9.718343699E0,-1.069500074E-1,2.250000089E-1,9.924000740E0,9.927127177E0
9.723346757E0,-1.360500008E-1,2.200500071E-1,9.927000046E0,9.930370664E0
9.728349603E0,-1.410000026E-1,2.440500110E-1,9.939000130E0,9.942995775E0
9.733352362E0,-1.360500008E-1,2.370000184E-1,9.924000740E0,9.927762553E0
9.738355131E0,-1.410000026E-1,2.220000178E-1,9.943950653E0,9.947427788E0
9.743357799E0,-1.380000114E-1,2.200500071E-1,9.936000824E0,9.939395272E0
9.748360568E0,-1.069500074E-1,2.370000184E-1,9.940950394E0,9.944350257E0
9.753363125E0,-1.240500063E-1,2.250000089E-1,9.916950226E0,9.920277979E0
9.758365279E0,-1.000500023E-1,2.370000184E-1,9.907950401E0,9.911289531E0
9.763367409E0,-1.000500023E-1,2.290500104E-1,9.940950394E0,9.944092148E0
9.768369794E0,-1.099500060E-1,2.269500047E-1,9.936000824E0,9.939200556E0
9.773372318E0,-1.189500093E-1,2.170500159E-1,9.922050476E0,9.925137050E0
9.778375318E0,-1.120500043E-1,2.050500065E-1,9.940950394E0,9.943696266E0
9.783377544E0,-8.100000024E-2,2.130000144E-1,9.928950310E0,9.931565046E0
9.788380313E0,-1.000500023E-1,2.370000184E-1,9.922050476E0,9.925384862E0
9.793383025E0,-1.240500063E-1,2.010000050E-1,9.936000824E0,9.938807865E0
9.798385563E0,-1.140000075E-1,2.149500102E-1,9.910050392E0,9.913036784E0
9.803388250E0,-1.050000042E-1,2.100000083E-1,9.898050308E0,9.900834556E0
9.808390712E0,-1.069500074E-1,2.250000089E-1,9.886050224E0,9.889188660E0
9.813393481E0,-1.219500080E-1,2.290500104E-1,9.924000740E0,9.927392729E0
9.818396539E0,-1.170000061E-1,2.389500141E-1,9.924000740E0,9.927566509E0
9.823399308E0,-9.795000404E-2,2.170500159E-1,9.901050568E0,9.903913734E0
9.828402078E0,-1.020000055E-1,2.200500071E-1,9.891000748E0,9.893974014E0
9.833404621E0,-1.000500023E-1,2.130000144E-1,9.898050308E0,9.900847384E0
9.838407390E0,-1.120500043E-1,2.149500102E-1,9.915000916E0,9.917963595E0
9.843410111E0,-1.189500093E-1,2.290500104E-1,9.919950485E0,9.923307445E0
9.848412034E0,-1.069500074E-1,2.170500159E-1,9.919950485E0,9.922901120E0
9.853414712E0,-1.099500060E-1,2.290500104E-1,9.939000130E0,9.942247054E0
9.858417174E0,-1.000500023E-1,2.130000144E-1,9.912000656E0,9.914793796E0
9.863419962E0,-1.189500093E-1,2.100000083E-1,9.924000740E0,9.926935066E0
9.868422193E0,-1.240500063E-1,2.130000144E-1,9.934050560E0,9.937108128E0
9.873424654E0,-1.219500080E-1,2.320500165E-1,9.939000130E0,9.942456567E0
9.878427347E0,-1.069500074E-1,2.340000123E-1,9.934050560E0,9.937381689E0
9.883429577E0,-1.020000055E-1,2.200500071E-1,9.936000824E0,9.938960629E0
9.888432347E0,-1.170000061E-1,2.050500065E-1,9.910050392E0,9.912862013E0
9.893435116E0,-1.050000042E-1,2.340000123E-1,9.915000916E0,9.918317607E0
9.898437823E0,-1.290000081E-1,2.320500165E-1,9.915000916E0,9.918554903E0
9.903440669E0,-1.099500060E-1,2.340000123E-1,9.928950310E0,9.932315906E0
9.908443131E0,-1.339500099E-1,2.290500104E-1,9.924000740E0,9.927547391E0
9.913445606E0,-1.290000081E-1,2.460000068E-1,9.919950485E0,9.923838705E0
9.918448299E0,-8.295000345E-2,2.509500086E-1,9.931950569E0,9.935466709E0
9.923451068E0,-1.170000061E-1,2.200500071E-1,9.922050476E0,9.925179931E0
9.928453606E0,-1.219500080E-1,2.149500102E-1,9.922050476E0,9.925127755E0
9.933456376E0,-1.240500063E-1,2.370000184E-1,9.922050476E0,9.925655800E0
9.938459145E0,-1.140000075E-1,2.250000089E-1,9.915000916E0,9.918208717E0
9.943461914E0,-9.105000645E-2,2.250000089E-1,9.934050560E0,9.937015429E0
9.948464606E0,-1.260000020E-1,2.340000123E-1,9.927000046E0,9.930556979E0
9.953467453E0,-1.099500060E-1,2.440500110E-1,9.939000130E0,9.942603934E0
9.958470222E0,-1.099500060E-1,2.170500159E-1,9.910050392E0,9.913036794E0
9.963473231E0,-1.219500080E-1,2.250000089E-1,9.939000130E0,9.942294523E0
9.968476308E0,-1.309500039E-1,2.320500165E-1,9.934050560E0,9.937623239E0
9.973479385E0,-1.309500039E-1,2.340000123E-1,9.915000916E0,9.918626269E0
9.978482154E0,-1.219500080E-1,2.410500050E-1,9.939000130E0,9.942670692E0
9.983485207E0,-1.309500039E-1,2.250000089E-1,9.931950569E0,9.935361846E0
9.988488053E0,-1.069500074E-1,2.200500071E-1,9.907950401E0,9.910970763E0
9.993491145E0,-1.120500043E-1,2.220000178E-1,9.915000916E0,9.918118893E0
9.998494145E0,-1.099500060E-1,2.290500104E-1,9.931950569E0,9.935199798E0
1.000349723E1,-1.069500074E-1,2.340000123E-1,9.922050476E0,9.925385633E0
1.000850007E1,-1.020000055E-1,2.410500050E-1,9.903000832E0,9.906459235E0
1.001350221E1,-1.170000061E-1,2.440500110E-1,9.924000740E0,9.927690572E0
1.001850498E1,-1.069500074E-1,2.340000123E-1,9.912000656E0,9.915339193E0
1.002350764E1,-9.105000645E-2,2.269500047E-1,9.912000656E0,9.915016562E0
1.002851018E1,-1.189500093E-1,2.220000178E-1,9.936000824E0,9.939192396E0
1.003351264E1,-1.189500093E-1,2.170500159E-1,9.910050392E0,9.913140703E0
1.003851534E1,-1.020000055E-1,2.370000184E-1,9.936000824E0,9.939350350E0
1.004351817E1,-1.290000081E-1,2.080500126E-1,9.912000656E0,9.915023087E0
1.004852117E1,-1.120500043E-1,2.149500102E-1,9.919950485E0,9.922911687E0
1.005352425E1,-1.000500023E-1,2.410500050E-1,9.952950478E0,9.956371745E0
1.005852703E1,-9.795000404E-2,2.200500071E-1,9.931950569E0,9.934870825E0
1.006352927E1,-9.300000221E-2,2.200500071E-1,9.904950142E0,9.907830657E0
1.006853165E1,-1.069500074E-1,2.050500065E-1,9.910050392E0,9.912748488E0
1.007353451E1,-1.140000075E-1,2.170500159E-1,9.939000130E0,9.942023450E0
1.007853727E1,-1.099500060E-1,2.250000089E-1,9.915000916E0,9.918162993E0
1.008354029E1,-1.140000075E-1,2.200500071E-1,9.895950317E0,9.899053020E0
1.008854276E1,-1.120500043E-1,2.200500071E-1,9.912000656E0,9.915076107E0
1.009354531E1,-1.189500093E-1,2.220000178E-1,9.912000656E0,9.915199954E0
1.009854800E1,-8.295000345E-2,2.130000144E-1,9.936000824E0,9.938629789E0
1.010355110E1,-1.020000055E-1,2.509500086E-1,9.939000130E0,9.942690958E0
1.010855448E1,-1.170000061E-1,2.200500071E-1,9.928950310E0,9.932077590E0
1.011355764E1,-1.260000020E-1,2.050500065E-1,9.943950653E0,9.946862626E0
1.011856072E1,-1.170000061E-1,2.149500102E-1,9.919950485E0,9.922968817E0
1.012356432E1,-1.120500043E-1,2.200500071E-1,9.912000656E0,9.915076107E0
1.012856778E1,-1.360500008E-1,2.320500165E-1,9.919950485E0,9.923596850E0
1.013357088E1,-1.140000075E-1,2.389500141E-1,9.916950226E0,9.920483602E0
1.013857396E1,-9.495000541E-2,2.149500102E-1,9.919950485E0,9.922733325E0
1.014357725E1,-9.495000541E-2,2.170500159E-1,9.919950485E0,9.922779038E0
1.014858040E1,-1.099500060E-1,2.080500126E-1,9.919950485E0,9.922741125E0
1.015358341E1,-1.069500074E-1,2.340000123E-1,9.907950401E0,9.911290303E0
1.015858649E1,-8.295000345E-2,1.909500062E-1,9.928950310E0,9.931132708E0
1.016358924E1,-7.905000448E-2,2.200500071E-1,9.915000916E0,9.917757512E0
1.016859201E1,-1.189500093E-1,2.220000178E-1,9.919950485E0,9.923147220E0
1.017359487E1,-1.120500043E-1,2.220000178E-1,9.924000740E0,9.927115890E0
1.017859787E1,-9.795000404E-2,2.290500104E-1,9.915000916E0,9.918129928E0
1.018360034E1,-1.050000042E-1,2.080500126E-1,9.919950485E0,9.922687511E0
1.018860257E1,-1.140000075E-1,2.149500102E-1,9.919950485E0,9.922933898E0
1.019360533E1,-1.240500063E-1,2.389500141E-1,9.927000046E0,9.930650302E0
1.019860779E1,-1.170000061E-1,2.220000178E-1,9.919950485E0,9.923124036E0
1.020361048E1,-1.170000061E-1,2.149500102E-1,9.910050392E0,9.913071738E0
1.020861333E1,-1.120500043E-1,2.080500126E-1,9.931950569E0,9.934761302E0
1.021361610E1,-1.219500080E-1,2.080500126E-1,9.927000046E0,9.929928828E0
1.021861825E1,-9.795000404E-2,2.370000184E-1,9.916950226E0,9.920265369E0
1.022362092E1,-1.120500043E-1,2.490000129E-1,9.907950401E0,9.911712131E0
1.022862369E1,-1.170000061E-1,2.290500104E-1,9.912000656E0,9.915337106E0
1.023362614E1,-1.219500080E-1,2.389500141E-1,9.910050392E0,9.913680835E0
1.023862891E1,-9.795000404E-2,2.370000184E-1,9.915000916E0,9.918316710E0
1.024363111E1,-1.050000042E-1,2.100000083E-1,9.916950226E0,9.919729169E0
1.024863357E1,-1.260000020E-1,2.370000184E-1,9.922050476E0,9.925680363E0
1.025363595E1,-1.260000020E-1,2.250000089E-1,9.916950226E0,9.920302555E0
1.025863840E1,-1.099500060E-1,2.340000123E-1,9.936000824E0,9.939364033E0
1.026364055E1,-1.219500080E-1,2.410500050E-1,9.931950569E0,9.935623736E0
1.026864278E1,-1.099500060E-1,2.170500159E-1,9.943950653E0,9.946926877E0
1.027364547E1,-1.120500043E-1,2.050500065E-1,9.936000824E0,9.938748064E0
1.027864793E1,-1.260000020E-1,2.290500104E-1,9.915000916E0,9.918446605E0
1.028365016E1,-1.050000042E-1,2.200500071E-1,9.922050476E0,9.925045726E0
1.028865263E1,-1.170000061E-1,2.100000083E-1,9.939000130E0,9.941906889E0
1.029365534E1,-1.219500080E-1,2.269500047E-1,9.931950569E0,9.935291652E0
1.029865811E1,-1.170000061E-1,2.410500050E-1,9.927000046E0,9.930615490E0
1.030366086E1,-1.120500043E-1,2.250000089E-1,9.924000740E0,9.927183432E0
1.030866363E1,-9.495000541E-2,2.320500165E-1,9.927000046E0,9.930165790E0
1.031366613E1,-1.140000075E-1,2.080500126E-1,9.910050392E0,9.912889568E0
1.031866828E1,-1.219500080E-1,2.389500141E-1,9.934050560E0,9.937672235E0
1.032367050E1,-1.020000055E-1,2.250000089E-1,9.963000298E0,9.966062609E0
1.032867297E1,-1.120500043E-1,2.149500102E-1,9.948000908E0,9.950953762E0
1.033367577E1,-1.000500023E-1,2.290500104E-1,9.912000656E0,9.915151583E0
1.033867877E1,-1.069500074E-1,2.080500126E-1,9.934050560E0,9.936804498E0
1.034368153E1,-1.260000020E-1,2.050500065E-1,9.924000740E0,9.926918565E0
1.034868399E1,-1.170000061E-1,2.370000184E-1,9.910050392E0,9.913574370E0
1.035368644E1,-1.140000075E-1,2.220000178E-1,9.934050560E0,9.937184739E0
1.035868898E1,-1.189500093E-1,2.200500071E-1,9.940950394E0,9.944097035E0
1.036369205E1,-9.795000404E-2,2.389500141E-1,9.910050392E0,9.913414653E0
1.036869508E1,-1.020000055E-1,2.410500050E-1,9.940950394E0,9.944395599E0
1.037369815E1,-1.069500074E-1,2.389500141E-1,9.910050392E0,9.913507663E0
1.037870092E1,-1.120500043E-1,2.250000089E-1,9.903000832E0,9.906190271E0
1.038370346E1,-1.120500043E-1,2.509500086E-1,9.922050476E0,9.925855971E0
1.038870615E1,-1.140000075E-1,2.340000123E-1,9.922050476E0,9.925464103E0
1.039370901E1,-8.595000207E-2,2.130000144E-1,9.912000656E0,9.914661538E0
1.039871201E1,-1.000500023E-1,2.170500159E-1,9.927000046E0,9.929876667E0
1.040371479E1,-1.050000042E-1,2.370000184E-1,9.939000130E0,9.942379875E0
1.040871794E1,-1.000500023E-1,2.170500159E-1,9.927000046E0,9.929876667E0
1.041372064E1,-1.020000055E-1,2.340000123E-1,9.903000832E0,9.906290198E0
1.041872340E1,-1.170000061E-1,2.100000083E-1,9.915000916E0,9.917914708E0
1.042372619E1,-1.360500008E-1,2.320500165E-1,9.939000130E0,9.942639508E0
1.042872927E1,-1.170000061E-1,2.490000129E-1,9.922050476E0,9.925863975E0
1.043373234E1,-1.219500080E-1,2.220000178E-1,9.924000740E0,9.927232570E0
1.043873519E1,-1.099500060E-1,2.460000068E-1,9.939000130E0,9.942651990E0
1.044373796E1,-1.219500080E-1,2.269500047E-1,9.910050392E0,9.913398856E0
1.044874073E1,-1.309500039E-1,2.170500159E-1,9.934050560E0,9.937284294E0
1.045374342E1,-1.170000061E-1,2.370000184E-1,9.946050644E0,9.949561871E0
1.045874588E1,-1.099500060E-1,2.320500165E-1,9.904950142E0,9.908278030E0
1.046374814E1,-1.170000061E-1,2.250000089E-1,9.895950317E0,9.899199295E0
1.046875060E1,-1.309500039E-1,2.460000068E-1,9.916950226E0,9.920865168E0
1.047375328E1,-1.339500099E-1,2.200500071E-1,9.912000656E0,9.915347781E0
1.047875636E1,-1.170000061E-1,2.130000144E-1,9.916950226E0,9.919927408E0
1.048375883E1,-1.069500074E-1,2.130000144E-1,9.903000832E0,9.905868603E0
1.048876129E1,-1.140000075E-1,2.170500159E-1,9.943950653E0,9.946972469E0
1.049376383E1,-1.290000081E-1,2.269500047E-1,9.928950310E0,9.932381465E0
1.049876652E1,-1.290000081E-1,2.100000083E-1,9.931950569E0,9.935007957E0
1.050376841E1,-1.189500093E-1,2.389500141E-1,9.924000740E0,9.927589682E0
1.050877087E1,-1.260000020E-1,2.560500205E-1,9.912000656E0,9.916107836E0
1.051377365E1,-1.260000020E-1,2.200500071E-1,9.934050560E0,9.937286276E0
1.051877642E1,-1.360500008E-1,2.149500102E-1,9.910050392E0,9.913314879E0
1.052377943E1,-1.360500008E-1,2.320500165E-1,9.924000740E0,9.927645617E0
1.052878251E1,-1.120500043E-1,2.440500110E-1,9.927000046E0,9.930631678E0
1.053378564E1,-1.120500043E-1,2.250000089E-1,9.939000130E0,9.942178020E0
1.053878841E1,-1.170000061E-1,2.170500159E-1,9.907950401E0,9.911018155E0
1.054379172E1,-1.290000081E-1,2.340000123E-1,9.943950653E0,9.947539977E0
1.054879459E1,-1.189500093E-1,2.290500104E-1,9.924000740E0,9.927356330E0
1.055379759E1,-1.000500023E-1,2.340000123E-1,9.934050560E0,9.937309824E0
1.055880066E1,-1.099500060E-1,2.320500165E-1,9.928950310E0,9.932270157E0
1.056380374E1,-1.099500060E-1,2.220000178E-1,9.927000046E0,9.930090781E0
1.056880620E1,-8.100000024E-2,2.320500165E-1,9.939000130E0,9.942038613E0
1.057380874E1,-9.300000221E-2,2.440500110E-1,9.924000740E0,9.927436733E0
1.057881213E1,-1.099500060E-1,2.490000129E-1,9.889050484E0,9.892795837E0
1.058381514E1,-1.099500060E-1,2.200500071E-1,9.904950142E0,9.908004255E0
1.058881822E1,-1.219500080E-1,2.220000178E-1,9.924000740E0,9.927232570E0
1.059382130E1,-1.189500093E-1,2.100000083E-1,9.915000916E0,9.917937904E0
1.059882415E1,-1.020000055E-1,2.290500104E-1,9.891000748E0,9.894178273E0
1.060382684E1,-1.000500023E-1,2.320500165E-1,9.922050476E0,9.925267899E0
1.060882938E1,-1.219500080E-1,2.170500159E-1,9.952950478E0,9.956063767E0
1.061383238E1,-1.069500074E-1,2.389500141E-1,9.912000656E0,9.915457247E0
1.061883554E1,-1.120500043E-1,2.200500071E-1,9.939000130E0,9.942067229E0
1.062383854E1,-1.020000055E-1,2.290500104E-1,9.951000214E0,9.954158586E0
1.062884139E1,-1.020000055E-1,2.410500050E-1,9.936000824E0,9.939447745E0
1.063384382E1,-1.000500023E-1,2.100000083E-1,9.928950310E0,9.931674796E0
1.063884682E1,-1.339500099E-1,2.250000089E-1,9.934050560E0,9.937501101E0
1.064384959E1,-1.170000061E-1,2.509500086E-1,9.919950485E0,9.923813911E0
1.064885236E1,-1.099500060E-1,2.460000068E-1,9.924000740E0,9.927658117E0
1.065385520E1,-1.189500093E-1,2.290500104E-1,9.910050392E0,9.913410704E0
1.065885851E1,-1.170000061E-1,2.370000184E-1,9.928950310E0,9.932467582E0
1.066386166E1,-1.069500074E-1,2.320500165E-1,9.901050568E0,9.904346917E0
1.066886505E1,-1.120500043E-1,2.220000178E-1,9.907950401E0,9.911070596E0
1.067386782E1,-1.170000061E-1,2.320500165E-1,9.940950394E0,9.944346682E0
1.067887091E1,-1.120500043E-1,2.320500165E-1,9.904950142E0,9.908301556E0
1.068387337E1,-1.120500043E-1,2.460000068E-1,9.915000916E0,9.918685113E0
1.068887614E1,-1.260000020E-1,2.389500141E-1,9.936000824E0,9.939672303E0
1.069387890E1,-1.240500063E-1,2.269500047E-1,9.936000824E0,9.939366533E0
1.069888159E1,-1.360500008E-1,2.170500159E-1,9.919950485E0,9.923257426E0
1.070388436E1,-1.260000020E-1,2.200500071E-1,9.955950737E0,9.959179338E0
1.070888718E1,-1.140000075E-1,2.200500071E-1,9.934050560E0,9.937141366E0
1.071389018E1,-9.495000541E-2,2.170500159E-1,9.898050308E0,9.900885118E0
1.071889306E1,-1.020000055E-1,2.290500104E-1,9.927000046E0,9.930166052E0
1.072389614E1,-1.099500060E-1,2.290500104E-1,9.931950569E0,9.935199798E0
1.072889914E1,-1.219500080E-1,2.130000144E-1,9.924000740E0,9.927035383E0
1.073390218E1,-1.099500060E-1,2.389500141E-1,9.927000046E0,9.930484179E0
1.073890495E1,-1.000500023E-1,2.220000178E-1,9.927000046E0,9.929986099E0
1.074390779E1,-1.219500080E-1,2.250000089E-1,9.934050560E0,9.937346594E0
1.074891110E1,-1.140000075E-1,2.269500047E-1,9.922050476E0,9.925300396E0
1.075391388E1,-1.120500043E-1,2.029500157E-1,9.927000046E0,9.929706633E0
1.075891695E1,-1.099500060E-1,2.220000178E-1,9.928950310E0,9.932040438E0
1.076392034E1,-1.000500023E-1,2.130000144E-1,9.931950569E0,9.934738100E0
1.076892348E1,-9.795000404E-2,2.200500071E-1,9.904950142E0,9.907878356E0
1.077392648E1,-9.495000541E-2,2.050500065E-1,9.912000656E0,9.914576038E0
1.077892958E1,-1.069500074E-1,2.200500071E-1,9.915000916E0,9.918019130E0
1.078393235E1,-1.140000075E-1,2.440500110E-1,9.903000832E0,9.906663509E0
1.078893489E1,-1.290000081E-1,2.149500102E-1,9.916950226E0,9.920118260E0
1.079393759E1,-1.219500080E-1,2.149500102E-1,9.904950142E0,9.908032732E0
1.079894044E1,-1.189500093E-1,2.340000123E-1,9.936000824E0,9.939467666E0
1.080394346E1,-1.189500093E-1,2.370000184E-1,9.927000046E0,9.930541175E0
1.080894654E1,-1.000500023E-1,2.320500165E-1,9.904950142E0,9.908173118E0
1.081395000E1,-1.020000055E-1,2.530499995E-1,9.934050560E0,9.937796478E0
1.081895308E1,-1.099500060E-1,2.440500110E-1,9.916950226E0,9.920562040E0
1.082395639E1,-1.120500043E-1,2.170500159E-1,9.907950401E0,9.910960956E0
1.082895946E1,-1.240500063E-1,2.029500157E-1,9.928950310E0,9.931798999E0
1.083396263E1,-9.795000404E-2,1.980000138E-1,9.927000046E0,9.929457594E0
1.083896571E1,-1.099500060E-1,2.389500141E-1,9.924000740E0,9.927485926E0
1.084396900E1,-1.069500074E-1,2.029500157E-1,9.934050560E0,9.936699026E0
1.084897216E1,-1.339500099E-1,2.370000184E-1,9.931950569E0,9.935680838E0
1.085397460E1,-1.170000061E-1,2.320500165E-1,9.946050644E0,9.949445192E0
1.085897760E1,-9.105000645E-2,2.220000178E-1,9.936000824E0,9.938897649E0
1.086398066E1,-1.240500063E-1,2.290500104E-1,9.928950310E0,9.932366615E0
1.086898374E1,-1.020000055E-1,2.220000178E-1,9.924000740E0,9.927007540E0
1.087398659E1,-9.795000404E-2,2.509500086E-1,9.928950310E0,9.932604108E0
1.087898959E1,-1.140000075E-1,2.370000184E-1,9.936000824E0,9.939480740E0
1.088399268E1,-1.290000081E-1,1.980000138E-1,9.915000916E0,9.917816703E0
1.088899607E1,-1.050000042E-1,2.010000050E-1,9.928950310E0,9.931539672E0
1.089399976E1,-1.000500023E-1,2.370000184E-1,9.931950569E0,9.935281633E0
1.089900284E1,-1.050000042E-1,2.370000184E-1,9.922050476E0,9.925435993E0
1.090400625E1,-1.000500023E-1,2.170500159E-1,9.907950401E0,9.910832552E0
1.090900940E1,-1.240500063E-1,2.290500104E-1,9.934050560E0,9.937465111E0
1.091401279E1,-1.260000020E-1,2.440500110E-1,9.946050644E0,9.949842201E0
1.091901579E1,-1.170000061E-1,2.170500159E-1,9.931950569E0,9.935010912E0
1.092401862E1,-9.795000404E-2,2.149500102E-1,9.904950142E0,9.907766399E0
1.092902162E1,-8.805000782E-2,2.170500159E-1,9.928950310E0,9.931712731E0
1.093402447E1,-1.120500043E-1,2.200500071E-1,9.924000740E0,9.927072474E0
1.093902746E1,-1.290000081E-1,2.389500141E-1,9.915000916E0,9.918718731E0
1.094403023E1,-1.140000075E-1,2.320500165E-1,9.922050476E0,9.925418322E0
1.094903300E1,-1.120500043E-1,2.200500071E-1,9.919950485E0,9.923023473E0
1.095403633E1,-9.300000221E-2,2.269500047E-1,9.904950142E0,9.907986305E0
1.095903971E1,-1.120500043E-1,2.250000089E-1,9.912000656E0,9.915187200E0
1.096404279E1,-1.170000061E-1,2.389500141E-1,9.939000130E0,9.942560520E0
1.096904564E1,-1.140000075E-1,2.100000083E-1,9.946050644E0,9.948920515E0
1.097404870E1,-1.339500099E-1,2.250000089E-1,9.924000740E0,9.927454774E0
1.097905170E1,-1.020000055E-1,2.290500104E-1,9.924000740E0,9.927167703E0
1.098405484E1,-9.300000221E-2,2.130000144E-1,9.928950310E0,9.931670165E0
1.098905823E1,-1.189500093E-1,2.220000178E-1,9.901050568E0,9.904253402E0
1.099406186E1,-1.099500060E-1,2.029500157E-1,9.910050392E0,9.912738092E0
1.099906501E1,-1.189500093E-1,2.200500071E-1,9.919950485E0,9.923103786E0
1.100406830E1,-1.290000081E-1,2.460000068E-1,9.924000740E0,9.927887373E0
1.100907107E1,-1.170000061E-1,2.170500159E-1,9.928950310E0,9.932011577E0
1.101407362E1,-9.495000541E-2,2.440500110E-1,9.916950226E0,9.920407133E0
1.101907662E1,-1.069500074E-1,2.250000089E-1,9.927000046E0,9.930125539E0
1.102407911E1,-1.170000061E-1,2.149500102E-1,9.927000046E0,9.930016234E0
1.102908188E1,-9.495000541E-2,2.370000184E-1,9.922050476E0,9.925334763E0
1.103408468E1,-1.069500074E-1,2.170500159E-1,9.910050392E0,9.913003974E0
1.103908775E1,-1.290000081E-1,2.320500165E-1,9.934050560E0,9.937597735E0
1.104409090E1,-9.300000221E-2,2.320500165E-1,9.922050476E0,9.925199336E0
1.104909421E1,-6.195000187E-2,2.509500086E-1,9.936000824E0,9.939362459E0
1.105409734E1,-8.595000207E-2,2.200500071E-1,9.928950310E0,9.931760351E0
1.105910042E1,-1.120500043E-1,2.080500126E-1,9.916950226E0,9.919765209E0
1.106410318E1,-1.170000061E-1,2.290500104E-1,9.922050476E0,9.925383547E0
1.106910655E1,-1.000500023E-1,2.200500071E-1,9.919950485E0,9.922895225E0
1.107410986E1,-1.020000055E-1,2.149500102E-1,9.919950485E0,9.922803290E0
1.107911237E1,-1.290000081E-1,2.290500104E-1,9.910050392E0,9.913536386E0
1.108411568E1,-1.189500093E-1,2.320500165E-1,9.928950310E0,9.932373864E0
1.108911883E1,-1.099500060E-1,2.200500071E-1,9.939000130E0,9.942043783E0
1.109412184E1,-1.020000055E-1,2.080500126E-1,9.912000656E0,9.914708559E0
1.109912492E1,-1.189500093E-1,2.029500157E-1,9.943950653E0,9.946732750E0
1.110412808E1,-1.240500063E-1,2.340000123E-1,9.924000740E0,9.927534190E0
1.110913085E1,-1.069500074E-1,2.220000178E-1,9.919950485E0,9.923010629E0
1.111413363E1,-1.069500074E-1,2.149500102E-1,9.939000130E0,9.941899486E0
1.111913609E1,-1.309500039E-1,2.200500071E-1,9.940950394E0,9.944247817E0
1.112413916E1,-1.020000055E-1,2.170500159E-1,9.915000916E0,9.917900880E0
1.112914221E1,-1.050000042E-1,2.269500047E-1,9.936000824E0,9.939147030E0
1.113414498E1,-1.380000114E-1,2.220000178E-1,9.934050560E0,9.937489046E0
1.113914781E1,-1.020000055E-1,2.250000089E-1,9.903000832E0,9.906081691E0
1.114415020E1,-1.000500023E-1,2.370000184E-1,9.895950317E0,9.899293495E0
1.114915243E1,-9.495000541E-2,2.200500071E-1,9.931950569E0,9.934841701E0
1.115415551E1,-9.300000221E-2,2.460000068E-1,9.931950569E0,9.935431904E0
1.115915851E1,-1.120500043E-1,2.290500104E-1,9.924000740E0,9.927276051E0
1.116416128E1,-1.240500063E-1,2.269500047E-1,9.916950226E0,9.920322399E0
1.116916383E1,-1.099500060E-1,2.080500126E-1,9.939000130E0,9.941785423E0
1.117416629E1,-1.050000042E-1,2.200500071E-1,9.934050560E0,9.937042192E0
1.117916899E1,-9.795000404E-2,2.220000178E-1,9.903000832E0,9.905973131E0
1.118417153E1,-1.020000055E-1,2.340000123E-1,9.924000740E0,9.927283148E0
1.118917422E1,-1.290000081E-1,2.149500102E-1,9.943950653E0,9.947110088E0
1.119417676E1,-1.260000020E-1,2.320500165E-1,9.919950485E0,9.923464155E0
1.119917915E1,-1.050000042E-1,2.220000178E-1,9.924000740E0,9.927038818E0
1.120418106E1,-1.000500023E-1,2.200500071E-1,9.924000740E0,9.926944278E0
1.120918376E1,-1.120500043E-1,2.130000144E-1,9.895950317E0,9.898876547E0
1.121418628E1,-9.300000221E-2,2.080500126E-1,9.928950310E0,9.931565237E0
1.121918867E1,-1.120500043E-1,2.149500102E-1,9.922050476E0,9.925011051E0
1.122419087E1,-1.120500043E-1,2.290500104E-1,9.922050476E0,9.925326431E0
1.122919333E1,-1.050000042E-1,2.560500205E-1,9.924000740E0,9.927858646E0
1.123419642E1,-1.240500063E-1,2.340000123E-1,9.916950226E0,9.920486187E0
1.123919942E1,-1.020000055E-1,2.130000144E-1,9.915000916E0,9.917813074E0
1.124420190E1,-1.140000075E-1,2.080500126E-1,9.915000916E0,9.917838674E0
1.124920467E1,-1.140000075E-1,2.080500126E-1,9.927000046E0,9.929834375E0
1.125420721E1,-1.260000020E-1,2.389500141E-1,9.943950653E0,9.947619198E0
1.125920968E1,-1.410000026E-1,2.269500047E-1,9.934050560E0,9.937642972E0
1.126421268E1,-1.170000061E-1,2.200500071E-1,9.946050644E0,9.949172549E0
1.126921544E1,-9.300000221E-2,2.149500102E-1,9.915000916E0,9.917766667E0
1.127421800E1,-1.099500060E-1,2.389500141E-1,9.939000130E0,9.942480057E0
1.127922069E1,-1.140000075E-1,2.370000184E-1,9.931950569E0,9.935431904E0
1.128422323E1,-1.260000020E-1,2.220000178E-1,9.916950226E0,9.920234966E0
1.128922622E1,-1.069500074E-1,2.149500102E-1,9.912000656E0,9.914907908E0
1.129422838E1,-9.300000221E-2,2.130000144E-1,9.901050568E0,9.903778085E0
1.129923113E1,-1.020000055E-1,2.490000129E-1,9.940950394E0,9.944591482E0
