"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.609421101E1,5.905000027E-3,-4.831200093E-2,1.912450045E-1,1.973412532E-1
1.609919686E1,3.319400176E-2,-3.468900174E-2,1.503839940E-1,1.578623269E-1
1.610418270E1,5.475999787E-3,-3.248099983E-2,1.912579983E-1,1.940737588E-1
1.610916854E1,5.468999967E-3,-4.908999894E-3,1.503989995E-1,1.505784423E-1
1.611415416E1,5.520999897E-3,-3.205100074E-2,4.143799841E-2,5.267690007E-2
1.611914024E1,-8.139000274E-3,-1.837899908E-2,5.770000280E-4,2.010880061E-2
1.612412609E1,-7.538000122E-3,-3.003700078E-2,4.145799950E-2,5.174754664E-2
1.612911194E1,-2.100099996E-2,-1.634999923E-2,9.594099969E-2,9.956425009E-2
1.613409778E1,-7.422000170E-3,-3.003500029E-2,9.594099969E-2,1.008060650E-1
1.613908362E1,6.144000217E-3,-3.004599921E-2,9.594000131E-2,1.007223642E-1
1.614406924E1,3.093300015E-2,-4.102399945E-2,2.049070001E-1,2.112503200E-1
1.614905507E1,5.776299909E-2,-1.354200020E-2,2.593869865E-1,2.660856227E-1
1.615404092E1,3.311000066E-3,-1.350099966E-2,2.185270041E-1,2.189686992E-1
1.615902676E1,-1.019399986E-2,-1.349500008E-2,1.095649973E-1,1.108626235E-1
1.616401284E1,1.587099954E-2,-1.259499975E-2,6.870300323E-2,7.162838332E-2
1.616899845E1,5.652900040E-2,1.479400042E-2,9.594400227E-2,1.123371795E-1
1.617398430E1,4.287499934E-2,1.135000028E-3,8.232299984E-2,9.282580512E-2
1.617897015E1,2.917899936E-2,-1.253200043E-2,1.368020028E-1,1.404394994E-1
1.618395623E1,1.704999944E-3,-1.184799988E-2,1.640470028E-1,1.644831336E-1
1.618894186E1,1.657000044E-3,-1.181699988E-2,1.231859997E-1,1.237625858E-1
1.619392770E1,1.511699986E-2,-3.905700147E-2,2.457679957E-1,2.493108116E-1
1.619891354E1,2.860900015E-2,-1.176299993E-2,3.002499938E-1,3.018391986E-1
1.620389939E1,1.387200039E-2,-2.377500013E-2,2.457730025E-1,2.473096274E-1
1.620888524E1,4.096699879E-2,-9.881000035E-3,1.504330039E-1,1.562242549E-1
1.621387109E1,1.365500037E-2,3.800000064E-3,4.146999866E-2,4.382533313E-2
1.621885694E1,1.363200042E-2,-6.433799863E-2,8.233100176E-2,1.053736369E-1
1.622384279E1,1.253600046E-2,-9.321999736E-3,1.231890023E-1,1.241756066E-1
1.622882856E1,-1.220999984E-3,4.362999927E-3,9.594699740E-2,9.605390632E-2
1.623381449E1,1.233199984E-2,-2.296499908E-2,1.231869981E-1,1.259146770E-1
1.623880025E1,1.231100038E-2,-2.291899920E-2,9.594699740E-2,9.941160679E-2
1.624378617E1,3.679699823E-2,-2.140500024E-2,1.504230052E-1,1.563306548E-1
1.624877194E1,4.996699840E-2,-7.563999854E-3,2.321449965E-1,2.375820162E-1
1.625375784E1,3.636800125E-2,6.116999779E-3,1.776629984E-1,1.814502417E-1
1.625874361E1,-4.406999797E-3,1.989099942E-2,1.095639989E-1,1.114421076E-1
1.626372946E1,-4.122999962E-3,1.871200092E-2,1.421300042E-2,2.385681220E-2
1.626871530E1,-1.772000082E-2,-8.511999622E-3,5.929999752E-4,1.966733880E-2
1.627370115E1,-4.244000185E-3,1.874200068E-2,8.231399953E-2,8.452732485E-2
1.627868699E1,9.359000251E-3,3.231599927E-2,5.507300049E-2,6.453642442E-2
1.628367284E1,-1.673099957E-2,1.746200025E-2,6.869000196E-2,7.282282725E-2
1.628865868E1,-3.123000031E-3,-9.866000153E-3,1.420800015E-2,1.757721129E-2
1.629364454E1,1.044400036E-2,-2.343600057E-2,5.869999877E-4,2.566452484E-2
1.629863016E1,3.759500012E-2,1.728699915E-2,9.592799842E-2,1.044720310E-1
1.630361624E1,6.043700129E-2,2.886399999E-2,5.502099916E-2,8.667797857E-2
1.630860185E1,-8.003000170E-3,1.520800032E-2,-1.308100019E-2,2.159731120E-2
1.631358793E1,-7.896999829E-3,1.521900017E-2,-6.756299734E-2,6.970465682E-2
1.631857356E1,5.690999795E-3,1.546000014E-3,-2.670199983E-2,2.734546378E-2
1.632355941E1,3.064199910E-2,1.293999958E-3,9.586499631E-2,1.006513987E-1
1.632854526E1,3.203999950E-3,1.488300040E-2,5.200000014E-4,1.523284992E-2
1.633353110E1,3.352999920E-3,1.492400002E-2,1.414200012E-2,2.083181587E-2
1.633851694E1,-3.757999837E-2,4.206899926E-2,6.862200052E-2,8.883150303E-2
1.634350279E1,-3.518500179E-2,2.642299980E-2,9.586100280E-2,1.054774437E-1
1.634848864E1,-7.763000205E-3,2.615099959E-2,2.048220038E-1,2.066305694E-1
1.635347448E1,-2.133199945E-2,2.609699965E-2,1.503400058E-1,1.540721419E-1
1.635846026E1,-3.484699875E-2,1.242300030E-2,8.223900199E-2,9.017703536E-2
1.636344619E1,-3.250800073E-2,1.143399999E-2,5.500499904E-2,6.490806103E-2
1.636843196E1,2.219000086E-2,1.113600004E-2,8.224400133E-2,8.590973396E-2
1.637341787E1,4.925199971E-2,1.102500036E-2,1.775840074E-1,1.846168730E-1
1.637840372E1,2.200499922E-2,-1.631700061E-2,2.048240006E-1,2.066478544E-1
1.638338956E1,-1.752300002E-2,-1.535100024E-2,1.094980016E-1,1.119487432E-1
1.638837542E1,-1.727499999E-2,-1.667000004E-3,8.225999773E-2,8.407087331E-2
1.639336127E1,-3.092199937E-2,1.190800034E-2,9.588100016E-2,1.014452400E-1
1.639834701E1,-1.734099910E-2,1.195899956E-2,1.912229955E-1,1.923797337E-1
1.640333286E1,4.724099860E-2,-1.679999987E-3,2.593019903E-1,2.635755233E-1
1.640831870E1,-7.705000229E-3,-4.253799841E-2,2.184379995E-1,2.226746684E-1
1.641330455E1,-3.485000134E-2,-1.524300035E-2,1.503369957E-1,1.550744464E-1
1.641829040E1,-7.538999896E-3,-1.752999960E-3,2.775299922E-2,2.881212408E-2
1.642327625E1,-7.098000031E-3,1.090400014E-2,8.223000169E-2,8.325293989E-2
1.642826208E1,6.585999858E-3,-2.902999986E-3,1.094689965E-1,1.097053508E-1
1.643324792E1,-6.922000088E-3,1.081500016E-2,8.223000169E-2,8.322650714E-2
1.643823384E1,-6.133000180E-2,3.803300112E-2,5.499000102E-2,9.072914916E-2
1.644321961E1,-4.461900145E-2,-2.675000113E-3,8.225099742E-2,9.361216531E-2
1.644820547E1,-1.711099967E-2,-2.984200045E-2,2.729389966E-1,2.750982136E-1
1.645319131E1,2.362699993E-2,1.088999957E-2,3.137980103E-1,3.148746076E-1
1.645817693E1,-3.557000076E-3,1.084099989E-2,2.048349977E-1,2.051525184E-1
1.646316302E1,-2.863500081E-2,1.014299970E-2,5.502000079E-2,6.284937709E-2
1.646814886E1,-1.095999964E-3,1.007500011E-2,-1.307899971E-2,1.654590815E-2
1.647313471E1,1.254600007E-2,-3.628999926E-3,2.778100036E-2,3.069781327E-2
1.647812055E1,-1.145999995E-3,2.342299931E-2,1.367409974E-1,1.387373439E-1
1.648310617E1,-2.655000053E-2,9.146000259E-3,9.588699788E-2,9.991430434E-2
1.648809223E1,-3.995100036E-2,-1.805699989E-2,9.588900208E-2,1.054364187E-1
1.649307785E1,1.436700020E-2,-3.160899878E-2,1.503700018E-1,1.543265270E-1
1.649806369E1,1.423200034E-2,-3.163899854E-2,2.457109988E-1,2.481480828E-1
1.650304954E1,3.863200173E-2,-4.290000070E-3,2.729339898E-1,2.756878641E-1
1.650803562E1,-2.378999954E-3,-4.362000152E-3,1.639689952E-1,1.640442565E-1
1.651302125E1,-5.669000000E-2,-4.406000022E-3,9.586799890E-2,1.114622903E-1
1.651800709E1,-2.270000055E-3,-4.395999946E-3,9.586799890E-2,9.599557765E-2
1.652299294E1,2.321100049E-2,-4.091000184E-3,8.223900199E-2,8.554963632E-2
1.652797879E1,9.368999861E-3,9.483000264E-3,1.775790006E-1,1.780786537E-1
1.653296464E1,-4.191000015E-3,2.311399952E-2,1.230970025E-1,1.253183685E-1
1.653795048E1,-1.774300076E-2,9.558999911E-3,1.094790027E-1,1.113186443E-1
1.654293633E1,-2.925099991E-2,-3.801000072E-3,5.501399934E-2,6.242282212E-2
1.654792217E1,-4.267200083E-2,-1.737700030E-2,1.503580064E-1,1.572589898E-1
1.655290797E1,-1.546499971E-2,-1.736100018E-2,2.320789993E-1,2.332407178E-1
1.655789381E1,2.545100078E-2,-3.723999951E-3,1.367380023E-1,1.391362745E-1
1.656287957E1,1.112100016E-2,9.266999550E-3,6.862600148E-2,7.013616759E-2
1.656786550E1,-1.623499952E-2,-3.159900010E-2,5.230000243E-4,3.552950247E-2
1.657285126E1,-1.618400030E-2,-4.519699886E-2,-1.309499983E-2,4.976112531E-2
1.657783719E1,-1.621500030E-2,-1.802900061E-2,1.094859987E-1,1.121389987E-1
1.658282296E1,2.291600034E-2,8.550000377E-3,4.136800021E-2,4.805785075E-2
1.658780887E1,9.302999824E-3,-3.240500018E-2,5.060000112E-4,3.371773833E-2
1.659279464E1,-4.199000075E-3,-4.600200057E-2,5.070000188E-4,4.619602480E-2
1.659778049E1,9.344999678E-3,-1.873300038E-2,6.860800087E-2,7.173083093E-2
1.660276635E1,4.676999897E-2,7.861999795E-3,1.366830021E-1,1.446771817E-1
1.660775219E1,4.639900103E-2,7.770999800E-3,5.495800078E-2,7.234388422E-2
1.661273802E1,-7.846999913E-3,7.751000114E-3,1.409900002E-2,1.790070423E-2
1.661772394E1,-7.732000202E-3,7.728999946E-3,4.133899882E-2,4.276019283E-2
1.662270971E1,5.493999925E-3,-5.444000009E-3,2.772100084E-2,2.877976822E-2
1.662769557E1,4.622000083E-2,-5.410999991E-3,8.220099658E-2,9.445936288E-2
1.663268142E1,5.974100158E-2,-5.427000113E-3,6.858000159E-2,9.111342502E-2
1.663766726E1,5.392000079E-3,8.270000108E-3,-2.676000074E-2,2.852304693E-2
1.664265311E1,5.136999767E-3,7.803000044E-3,-1.314400043E-2,1.612576583E-2
1.664763896E1,5.016000010E-3,-5.838000216E-3,-2.676600032E-2,2.785069614E-2
1.665262479E1,-2.236899920E-2,-3.304599971E-2,1.094359979E-1,1.164845391E-1
1.665761064E1,4.815000109E-3,-3.310900182E-2,2.183980048E-1,2.209458728E-1
1.666259648E1,2.983500063E-2,-5.721000023E-3,2.456260026E-1,2.474974550E-1
1.666758233E1,2.400000114E-3,7.801999804E-3,1.639029980E-1,1.641061362E-1
1.667256817E1,2.451000037E-3,-3.303699940E-2,-1.315999962E-2,3.564598604E-2
1.667755404E1,2.460000105E-3,-3.305200115E-2,5.494099855E-2,6.416385043E-2
1.668253989E1,1.489000022E-2,3.270300105E-2,1.502570063E-1,1.544939038E-1
1.668752573E1,-1.238400023E-2,3.242399916E-2,1.230150014E-1,1.278177208E-1
1.669251159E1,-2.594899945E-2,5.204000045E-3,1.638759971E-1,1.659993211E-1
1.669749744E1,-2.598999999E-2,-8.483000100E-3,1.911160052E-1,1.930615675E-1
1.670248328E1,9.869999485E-4,-8.129999973E-3,2.592180073E-1,2.593473470E-1
1.670746914E1,-1.279400010E-2,-8.159999736E-3,2.728390098E-1,2.732606764E-1
1.671245476E1,-6.737300009E-2,-8.139999583E-3,1.638749987E-1,1.773707866E-1
1.671744082E1,-6.746699661E-2,-8.205999620E-3,1.638740003E-1,1.774086301E-1
1.672242644E1,-5.050199851E-2,1.766999997E-2,2.047439963E-1,2.116194338E-1
1.672741226E1,-2.284000069E-2,3.881999990E-3,1.775050014E-1,1.790105055E-1
1.673239833E1,-2.286900021E-2,3.862000071E-3,2.047449946E-1,2.060544080E-1
1.673738395E1,-3.652999923E-2,-3.692299873E-2,1.230240017E-1,1.335389594E-1
1.674237003E1,-7.227300107E-2,-5.989899859E-2,8.222699910E-2,1.247900481E-1
1.674735565E1,-7.170099765E-2,-1.849799976E-2,8.223500103E-2,1.106607629E-1
1.675234178E1,-4.449100047E-2,8.731000125E-3,1.367159933E-1,1.440379891E-1
1.675732740E1,-3.621000098E-3,-5.100999959E-3,1.911959946E-1,1.912983016E-1
1.676231324E1,9.194999933E-3,-1.762600057E-2,1.775790006E-1,1.786883470E-1
1.676729908E1,-5.898300186E-2,-3.902999917E-3,1.230970025E-1,1.365543846E-1
1.677228493E1,-5.902000144E-2,9.696999565E-3,2.775499970E-2,6.593733676E-2
1.677727079E1,-1.810500026E-2,-3.848999972E-3,1.413500030E-2,2.328956995E-2
1.678225664E1,-1.694300026E-2,-1.633699983E-2,2.777300030E-2,3.640470254E-2
1.678724248E1,1.020700019E-2,-2.562999958E-3,8.225400001E-2,8.292449782E-2
1.679222832E1,-1.703600027E-2,-1.605799980E-2,5.329999840E-4,2.341727464E-2
1.679721417E1,-3.054800071E-2,-2.450000029E-3,-2.670600079E-2,4.064964115E-2
1.680220002E1,-3.106999910E-3,-2.309999894E-3,5.360000068E-4,3.908560343E-3
1.680718585E1,-3.164000111E-3,-1.579299942E-2,5.501800030E-2,5.732721941E-2
1.681217169E1,-4.401899874E-2,-1.570699923E-2,8.225999773E-2,9.461019660E-2
1.681715755E1,-4.409899935E-2,-1.576800086E-2,1.503600031E-1,1.574848632E-1
1.682214340E1,-1.590899937E-2,-2.163999947E-3,1.639869958E-1,1.647710956E-1
1.682712917E1,3.855200112E-2,-1.580799930E-2,9.588500112E-2,1.045470376E-1
1.683211506E1,1.122799981E-2,-1.583199948E-2,5.502299964E-2,5.834595682E-2
1.683710083E1,-2.379999962E-3,1.143100020E-2,-1.307800040E-2,1.753186412E-2
1.684208675E1,-2.757300064E-2,-2.000000095E-3,-2.668200061E-2,3.842134200E-2
1.684707252E1,1.352899987E-2,-2.919499949E-2,-4.030000046E-2,5.157006757E-2
1.685205844E1,2.703199908E-2,-1.554699987E-2,-2.668100037E-2,4.104039425E-2
1.685704429E1,4.052200168E-2,-1.944000018E-3,1.503809988E-1,1.557570434E-1
1.686203014E1,6.318199635E-2,-1.483500004E-2,2.456990033E-1,2.541260359E-1
1.686701591E1,4.912700132E-2,-1.481899992E-2,3.137989938E-1,3.179667806E-1
1.687200184E1,2.200300060E-2,-1.218999969E-3,2.320770025E-1,2.331208980E-1
1.687698761E1,4.941499978E-2,-1.094999956E-3,2.777500078E-2,5.669648928E-2
1.688197353E1,3.344300017E-2,-9.169999976E-4,4.138100147E-2,5.321336704E-2
1.688695927E1,1.949300058E-2,-9.149999823E-4,1.231010035E-1,1.246381617E-1
1.689194512E1,1.950700022E-2,2.630699985E-2,1.094809994E-1,1.142745402E-1
1.689693097E1,-7.755999919E-3,2.619500086E-2,1.367200017E-1,1.394227115E-1
1.690191689E1,-7.352000102E-3,-2.649999969E-2,9.587699920E-2,9.974317453E-2
1.690690274E1,-7.418999914E-3,-2.631900087E-2,2.184610069E-1,2.201657169E-1
1.691188857E1,3.327500075E-2,8.599999710E-4,3.410429955E-1,3.426635230E-1
1.691687434E1,1.971399970E-2,9.360000258E-4,2.320809960E-1,2.329186695E-1
1.692186027E1,5.803999957E-3,8.870000020E-4,1.231160015E-1,1.232559248E-1
1.692684604E1,5.892000161E-3,-1.265999954E-2,9.587600082E-2,9.688755745E-2
1.693183188E1,5.886999890E-3,1.461699978E-2,1.231169999E-1,1.241213483E-1
1.693681776E1,1.939900033E-2,1.029000035E-3,1.912190020E-1,1.922032434E-1
1.694180360E1,5.427000113E-3,-1.168799959E-2,8.226200193E-2,8.326523060E-2
1.694678952E1,-3.530300036E-2,-2.518099919E-2,4.140299931E-2,5.995492396E-2
1.695177529E1,-8.065000176E-3,-2.524399944E-2,8.226200193E-2,8.642534754E-2
1.695676121E1,5.491999909E-3,1.971000107E-3,1.912250072E-1,1.913140096E-1
1.696174699E1,3.045899980E-2,-2.370999940E-2,2.048449963E-1,2.084499635E-1
1.696673283E1,-2.428600006E-2,3.684999887E-3,1.639840007E-1,1.658135745E-1
1.697171869E1,-5.145199969E-2,4.462400079E-2,1.776050031E-1,1.902160531E-1
1.697670453E1,-1.059999969E-2,3.104100004E-2,1.095030010E-1,1.143101522E-1
1.698169038E1,-1.001599990E-2,3.457000013E-3,1.367450058E-1,1.371549041E-1
1.698667630E1,1.722699963E-2,1.701899990E-2,1.367439926E-1,1.388716507E-1
1.699166207E1,1.734899916E-2,1.704199985E-2,6.864300370E-2,7.282361902E-2
1.699664792E1,-5.061500147E-2,3.497000085E-3,-2.669600025E-2,5.733047892E-2
1.700163376E1,-9.101999924E-3,3.301999997E-3,-1.307400037E-2,1.626896100E-2
1.700661962E1,-9.136999957E-3,3.351999912E-3,5.502700061E-2,5.588104748E-2
1.701160547E1,-9.296000004E-3,3.239999991E-3,2.048490047E-1,2.050854163E-1
1.701659131E1,4.205999896E-3,3.040000051E-2,1.776069999E-1,1.802389993E-1
1.702157715E1,-8.775999770E-3,1.566600055E-2,1.231200024E-1,1.244225733E-1
1.702656300E1,-2.219999954E-2,1.992000034E-3,2.777899988E-2,3.561573919E-2
1.703154886E1,-2.206199989E-2,-1.155299973E-2,-5.394199863E-2,5.941332223E-2
1.703653470E1,5.173999816E-3,1.998000080E-3,1.415899955E-2,1.520656262E-2
1.704152055E1,1.747700013E-2,2.712200023E-2,2.775299922E-2,4.255910473E-2
1.704650641E1,3.835000098E-3,2.686399966E-2,-1.310900040E-2,3.013681462E-2
1.705149226E1,-2.331900038E-2,1.321399957E-2,5.109999911E-4,2.680758632E-2
1.705647811E1,-2.332999930E-2,-5.269999965E-4,5.099999835E-4,2.334152301E-2
1.706146373E1,-9.149000049E-3,1.203500014E-2,1.503289938E-1,1.510872324E-1
1.706644980E1,-2.277000062E-2,1.190099958E-2,1.775670052E-1,1.794161309E-1
1.707143542E1,-3.641099855E-2,-1.739999978E-3,1.503259987E-1,1.546825597E-1
1.707642150E1,-2.276200056E-2,5.266999826E-2,1.503259987E-1,1.609041431E-1
1.708140737E1,-2.127899975E-2,2.367299981E-2,1.094600037E-1,1.139942944E-1
1.708639321E1,-2.108700015E-2,-3.732000012E-3,6.859800220E-2,7.186289240E-2
1.709137884E1,-7.480000146E-3,-1.732500084E-2,6.859800220E-2,7.114627159E-2
1.709636492E1,-2.102500014E-2,-1.738999970E-2,1.411699969E-2,3.072055339E-2
1.710135053E1,-3.227499872E-2,-3.464000067E-3,1.413400006E-2,3.540402232E-2
1.710633660E1,-4.565500095E-2,-3.450999968E-3,4.137799889E-2,6.171245664E-2
1.711132244E1,-3.205600008E-2,-1.709100045E-2,1.230999976E-1,1.283483496E-1
1.711630829E1,-4.881999921E-3,1.008099969E-2,2.320609987E-1,2.323311593E-1
1.712129414E1,8.058999665E-3,-3.479999956E-3,2.048159987E-1,2.050040272E-1
1.712627998E1,-4.646899924E-2,-3.488000017E-3,1.230939999E-1,1.316194015E-1
1.713126560E1,-4.639400169E-2,-1.707500033E-2,8.223400265E-2,9.594993601E-2
1.713625168E1,-1.926000044E-2,-1.699100062E-2,1.503349990E-1,1.525131261E-1
1.714123729E1,-5.458999891E-3,9.479000233E-3,1.775709987E-1,1.779075931E-1
1.714622337E1,-1.917099953E-2,9.424000047E-3,1.503300071E-1,1.518402122E-1
1.715120899E1,-5.997199938E-2,-4.209999926E-3,1.367090046E-1,1.493442893E-1
1.715619506E1,-4.627399892E-2,9.344999678E-3,1.230890006E-1,1.318313850E-1
1.716118068E1,-1.792700030E-2,-2.957800031E-2,1.912129968E-1,1.943158398E-1
1.716616675E1,-4.515799880E-2,-1.571100019E-2,2.865569890E-1,2.905184819E-1
1.717115235E1,-5.876199901E-2,-1.557799987E-2,2.184569985E-1,2.267578153E-1
1.717613843E1,-4.506900162E-2,1.170600019E-2,1.639769971E-1,1.704602620E-1
1.718112404E1,-3.967999946E-3,1.084499992E-2,1.503510028E-1,1.507938430E-1
1.718611011E1,9.607999586E-3,1.077700034E-2,1.912110001E-1,1.917553231E-1
1.719109573E1,3.677500039E-2,1.066599973E-2,2.729319930E-1,2.756048567E-1
1.719608180E1,9.508999996E-3,1.059100032E-2,9.586700052E-2,9.691786294E-2
1.720106741E1,-3.658999922E-3,-2.738999901E-3,4.139000177E-2,4.164159756E-2
1.720605349E1,-3.634999972E-3,-2.631000010E-3,5.501100048E-2,5.519370943E-2
1.721103933E1,9.968000464E-3,-2.987799980E-2,6.863199919E-2,7.551428486E-2
1.721602518E1,1.004000008E-2,-2.658999991E-3,1.775940061E-1,1.778974504E-1
1.722101080E1,9.217999876E-3,-2.452000044E-3,1.503500044E-1,1.506522740E-1
1.722599690E1,9.197999723E-3,-1.592900045E-2,5.500999838E-2,5.800376002E-2
1.723098251E1,2.293800004E-2,-2.086000051E-3,1.415000018E-2,2.703193939E-2
1.723596859E1,9.302999824E-3,-1.996000065E-3,2.777099982E-2,2.935571925E-2
1.724095420E1,8.647000417E-3,-1.470800024E-2,4.139500111E-2,4.477322866E-2
1.724594004E1,8.514000103E-3,2.621899918E-2,1.415400021E-2,3.098805960E-2
1.725092611E1,-1.871399954E-2,2.624999918E-2,1.415400021E-2,3.520812346E-2
1.725591196E1,-1.864100061E-2,1.265699975E-2,5.349999992E-4,2.253825130E-2
1.726089779E1,-1.740100048E-2,-2.628199942E-2,-2.668100037E-2,4.129665958E-2
1.726588364E1,-3.676000051E-3,-5.330599844E-2,-2.667799965E-2,5.972234181E-2
1.727086926E1,2.350999974E-2,-5.316299945E-2,-9.477899969E-2,1.111849063E-1
1.727585508E1,5.077100173E-2,-5.308200046E-2,-2.667699941E-2,7.814765311E-2
1.728084092E1,3.469099849E-2,-3.683499992E-2,8.229199797E-2,9.660359996E-2
1.728582700E1,6.171099842E-2,-9.312000126E-3,1.231549978E-1,1.380656154E-1
1.729081284E1,4.809100181E-2,-9.308000095E-3,8.229400218E-2,9.576892040E-2
1.729579846E1,-3.355599940E-2,4.329000134E-3,1.419200003E-2,3.669002865E-2
1.730078453E1,-3.121200018E-2,-8.651999757E-3,5.920000258E-4,3.239439024E-2
1.730577037E1,-1.742899977E-2,-8.522000164E-3,5.507599935E-2,5.839315220E-2
1.731075622E1,9.758999571E-3,5.082999822E-3,1.421399973E-2,1.797533722E-2
1.731574184E1,5.059299991E-2,-8.472000249E-3,5.507599935E-2,7.526481337E-2
1.732072768E1,4.719699919E-2,-2.064600028E-2,1.231689975E-1,1.335081121E-1
1.732571353E1,1.968700066E-2,6.899000145E-3,1.640309989E-1,1.653521781E-1
1.733069961E1,-7.468999829E-3,3.437599912E-2,1.504140049E-1,1.544728719E-1
1.733568545E1,-3.463599831E-2,6.174200028E-2,8.231300116E-2,1.085686747E-1
1.734067129E1,-3.244800121E-2,5.758599937E-2,1.503919959E-1,1.642765124E-1
1.734565714E1,2.213199995E-2,5.718100071E-2,2.593519986E-1,2.665013160E-1
1.735064298E1,8.546000347E-3,2.995499969E-2,1.912509948E-1,1.937712031E-1
1.735562860E1,8.569999598E-3,2.775999950E-3,1.367699951E-1,1.370663439E-1
1.736061468E1,3.338599950E-2,2.667000052E-3,1.231330037E-1,1.276067179E-1
1.736560051E1,3.307500109E-2,1.637299918E-2,1.776130050E-1,1.814067539E-1
1.737058636E1,1.926000044E-2,4.376500100E-2,3.274370134E-1,3.309098377E-1
1.737557221E1,-2.163599990E-2,5.753799900E-2,3.274379969E-1,3.331581901E-1
1.738055806E1,-2.023800090E-2,2.823499963E-2,2.729479969E-1,2.751497790E-1
1.738554391E1,7.257999852E-3,4.178100079E-2,2.048469931E-1,2.091903945E-1
1.739052976E1,-6.357999984E-3,1.466100011E-2,1.639869958E-1,1.647637821E-1
1.739551560E1,-6.428999826E-3,1.470400020E-2,2.184679955E-1,2.190566245E-1
1.740050145E1,1.944899932E-2,3.919300064E-2,1.367149949E-1,1.435456189E-1
1.740548729E1,-3.496000171E-2,3.894500062E-2,1.367129982E-1,1.463876998E-1
1.741047314E1,-4.846100137E-2,3.885100037E-2,1.639540046E-1,1.753247972E-1
1.741545876E1,-3.480999917E-2,3.886999935E-2,2.048159987E-1,2.113580048E-1
1.742044483E1,-5.813499913E-2,2.345000021E-2,2.865479887E-1,2.933246161E-1
1.742543045E1,-4.410399869E-2,9.534000419E-3,2.184469998E-1,2.230586281E-1
1.743041653E1,-4.390399903E-2,2.305500023E-2,1.503459960E-1,1.583130212E-1
1.743540214E1,-3.011599928E-2,2.307399921E-2,9.586600214E-2,1.031003066E-1
1.744038824E1,-1.538799983E-2,-3.793000011E-3,2.777500078E-2,3.197855619E-2
1.744537386E1,1.188199967E-2,-3.782999935E-3,5.501500145E-2,5.641049006E-2
1.745035994E1,1.185300015E-2,9.763999842E-3,1.094959974E-1,1.105676388E-1
1.745534556E1,-1.533100009E-2,9.778000414E-3,1.094970033E-1,1.109965881E-1
1.746033164E1,-3.972499818E-2,-3.553000046E-3,5.503699929E-2,6.796889421E-2
1.746531748E1,-2.572100051E-2,1.001999993E-2,-1.306200027E-2,3.053827298E-2
1.747030333E1,-2.567400038E-2,-1.720600016E-2,4.141899943E-2,5.167914716E-2
1.747528894E1,1.481999992E-3,-1.718799956E-2,1.231399998E-1,1.243426041E-1
1.748027504E1,1.416999963E-3,-4.168000072E-2,1.095430031E-1,1.172130534E-1
1.748526066E1,-1.216000039E-2,-1.419499982E-2,9.592500329E-2,9.772906367E-2
1.749024673E1,1.558999997E-3,-1.410300005E-2,-1.303599961E-2,1.926817006E-2
1.749523258E1,1.518999971E-2,-1.398599986E-2,-2.665499970E-2,3.371695853E-2
1.750021842E1,3.957699984E-2,-2.519999980E-4,-4.029399902E-2,5.648016269E-2
1.750520427E1,-1.567999949E-3,-1.384900045E-2,-1.305500045E-2,1.909676606E-2
1.751019012E1,-5.617399886E-2,-2.745800093E-2,5.629999796E-4,6.252820909E-2
1.751517596E1,-1.546099968E-2,-2.730800025E-2,4.142399877E-2,5.196842371E-2
1.752016181E1,1.087899972E-2,-2.564699948E-2,1.776359975E-1,1.798073103E-1
1.752514766E1,-2.916000085E-3,-1.204300020E-2,2.457360029E-1,2.460482067E-1
1.753013350E1,-2.883000067E-3,1.520199981E-2,1.640139967E-1,1.647422338E-1
1.753511935E1,-3.002100065E-2,1.520899963E-2,9.591399878E-2,1.016467870E-1
1.754010519E1,1.011900045E-2,-1.128499955E-2,2.781400084E-2,3.167592190E-2
1.754509104E1,-3.568999935E-3,-2.482300065E-2,-2.666700073E-2,3.660666674E-2
1.755007689E1,-1.719300076E-2,2.436999930E-3,6.867499650E-2,7.083638463E-2
1.755506274E1,-1.723599993E-2,-2.488500066E-2,8.229400218E-2,8.768492314E-2
1.756004859E1,-1.625799946E-2,-2.338300087E-2,1.504150033E-1,1.530874276E-1
1.756503443E1,-2.583000110E-3,-2.312999964E-2,4.145500064E-2,4.754141196E-2
1.757002029E1,3.824099898E-2,4.097000230E-3,9.593500197E-2,1.033570705E-1
1.757500621E1,2.448300086E-2,-3.685500100E-2,2.185170054E-1,2.229515420E-1
1.757999196E1,-2.630000003E-3,-3.457299992E-2,2.049179971E-1,2.078306877E-1
1.758497781E1,-1.618500054E-2,-2.076599933E-2,1.776790023E-1,1.796190659E-1
1.758996366E1,1.115799975E-2,6.453999784E-3,6.871700287E-2,6.991553157E-2
1.759494950E1,1.121599972E-2,2.003199980E-2,1.423600037E-2,2.701376264E-2
1.759993535E1,1.031900011E-2,1.849200018E-2,8.231800050E-2,8.499817080E-2
1.760492128E1,1.014200039E-2,3.182800114E-2,8.231499791E-2,8.883490705E-2
1.760990704E1,-3.077900037E-2,4.474000074E-3,8.231300116E-2,8.799314575E-2
1.761489297E1,-1.720199920E-2,-9.142000228E-3,8.231300116E-2,8.458673125E-2
1.761987874E1,-1.612200029E-2,-8.600999601E-3,1.231850013E-1,1.245328898E-1
1.762486466E1,2.466900088E-2,-8.534999564E-3,2.866300046E-1,2.878162007E-1
